gauge_id,elev_mean,slope_mean,area_gages2,p_mean,pet_mean,aridity,p_seasonality,frac_snow,high_prec_freq,high_prec_dur,low_prec_freq,low_prec_dur,frac_forest,lai_max,lai_diff,gvf_max,gvf_diff,soil_depth_pelletier,soil_depth_statsgo,soil_porosity,soil_conductivity,max_water_content,sand_frac,silt_frac,clay_frac,organic_frac,geol_permeability
1451800,180.41,14.8941,135.84,3.503207392,2.418850856,0.690467502,0.106707705,0.128362666,23.8,1.233160622,254.25,4.188632619,0.4915,2.055260002,1.718289917,0.691312678,0.421700869,1.037037037,0.827833239,0.452859,1.243021587,0.361222122,32.12866245,50.37412197,17.61702514,0,-16.2182
1466500,38.94,2.53456,5.38,3.539837098,3.059820849,0.864395949,0.060311601,0.06266177,23.45,1.257372654,257.65,4.480869565,1,4.196265225,2.759381207,0.82315865,0.236725954,49.63636364,1.500000015,0.377516726,7.95458309,0.602852232,83.36642604,6.719467998,3.180636489,0,-13
1484100,17.97,1.03721,9,3.321273101,2.602614374,0.783619502,0.08618678,0.042571686,23.45,1.208762887,256.9,4.361629881,0.3605,2.100864873,1.623749753,0.706892873,0.355527724,49.55555556,1.500000015,0.405855753,3.200922949,0.539998858,58.69164709,14.64700512,13.86663603,0,-13
1485500,15.46,1.66864,141.54,3.240579055,2.630299562,0.811675789,0.084383316,0.03163638,22.55,1.199468085,257.9,4.419880034,0.867,4.695433177,3.276996924,0.834604916,0.258359552,47.84659091,1.500000015,0.400900001,4.259142332,0.46277124,53.02732956,14.82379715,6.325269618,0,-10.9
1486000,10.21,1.47125,11.18,3.274416153,2.674827543,0.816886864,0.096184591,0.030600833,22.8,1.222520107,258.05,4.399829497,0.8888,5.070658596,3.373949657,0.844506039,0.236841856,46.44444444,1.500000015,0.422958038,1.893537041,0.530783288,42.11160116,28.63300618,11.87945081,0,-10.9
1487000,13.84,1.09998,187.41,3.339039014,2.60757013,0.78093431,0.087683751,0.042468989,23.05,1.245945946,256.65,4.425,0.4165,2.158201579,1.672383011,0.709765476,0.354995129,49.19310345,1.500000015,0.417958798,2.595516789,0.399387172,38.68261864,16.34171933,9.921566304,0,-13
1491000,18.54,1.41948,292.04,3.305075975,2.59245614,0.784386247,0.081209187,0.050025721,21.85,1.213888889,255.55,4.375856164,0.2319,2.711638501,2.276448566,0.758678996,0.425617873,48.52901786,1.500000015,0.420756428,2.520857233,0.351414916,33.00294405,16.80471118,8.065632658,0,-12.4235
1510000,482.21,28.76423,382.99,3.462294319,2.240820068,0.647206696,0.140558277,0.237057401,16.2,1.109589041,200.85,2.865192582,0.9804,4.506815006,3.907958547,0.867876569,0.503985762,3.842696629,1.171021409,0.46091832,1.054860901,0.501642588,25.24562578,54.38518176,16.08824447,0,-16.0426
1516500,634.59,29.79686,31.48,3.182643395,2.266105298,0.712019858,0.164481435,0.199238598,18.25,1.116207951,232.75,3.353746398,0.9661,3.95898585,3.459232604,0.825131048,0.49060868,4.886792453,1.500000015,0.456920273,1.197002775,0.656231956,29.82002113,54.708243,15.50080225,0,-15.4207
1518862,600.87,37.28156,233.91,3.031641342,2.267785079,0.74803871,0.219951114,0.201111345,18.5,1.138461538,221.2,3.219796215,0.9837,3.946254663,3.442134554,0.829469642,0.503336971,3.427440633,1.326332933,0.458989327,1.154388907,0.577010158,26.92625037,53.54328235,14.02503955,0,-15.7286
1532000,507.14,40.91626,553.94,3.195078713,2.29690731,0.718889115,0.165405171,0.176741267,18.8,1.119047619,230.75,3.31061693,0.9549,4.316377385,3.772380781,0.848866708,0.48531514,3.357222844,1.499936621,0.453964375,1.266221296,0.654835129,31.88877352,52.64431343,15.54733932,0,-14.736
1539000,333.75,32.47937,701.78,3.423427789,2.360101848,0.689397292,0.13903228,0.156285913,20.4,1.136490251,236,3.530291698,0.8311,4.66934874,4.012789573,0.864375068,0.462749305,4.596067918,1.389538963,0.45257333,1.281931465,0.60943962,32.84689658,51.61984967,15.63264112,0,-15.5264
1542810,492.7,45.55723,13.62,3.422528405,2.268752923,0.662887975,0.176183032,0.189716486,15.85,1.112280702,207.3,2.98488121,1,5.266090177,4.744777216,0.900412061,0.550344058,0.96,1.500000015,0.454815419,1.196305738,0.67067382,31.01812599,52.40065993,16.59146541,0,-15.0206
1543000,543.37,36.53752,705.5,3.390019165,2.276676564,0.67158221,0.17189645,0.188056577,16.45,1.093023256,211.05,3.017155111,0.9922,5.141401135,4.598338306,0.895337795,0.534380368,0.992888889,1.500000015,0.450639311,1.301087878,0.662028871,33.93708536,49.34594433,16.6757513,0,-14.6131
1543500,547.44,31.28232,1778.26,3.4089295,2.283926448,0.669983479,0.170438379,0.181653611,17.1,1.092651757,210.65,3.022238164,0.9878,5.123423743,4.570163491,0.894548372,0.524107205,1.020021452,1.455897777,0.448123663,1.353188264,0.635270959,35.59339992,47.29924085,17.11813287,0,-14.3537
1544500,551.6,36.26274,355.06,3.363519507,2.290695181,0.681041146,0.169194742,0.203362893,17.5,1.107594937,217.6,3.071277347,1,5.060731784,4.537998036,0.892128244,0.530975321,0.951807229,1.460438896,0.446212022,1.399198454,0.627939123,36.29208259,45.67738582,16.51665322,0,-15.1862
1545600,518.97,53.68312,120,3.384574949,2.298031951,0.678972097,0.170227599,0.192645541,17.55,1.090062112,219.95,3.097887324,1,5.191066694,4.613344655,0.897149346,0.503536545,0.970149254,1.495415464,0.432630012,1.88470305,0.629820622,46.61053372,36.89636324,16.31277943,0,-14.1559
1547700,353.57,43.0263,113.54,3.135013005,2.347398152,0.748768234,0.138997637,0.156172998,20.4,1.133333333,229.7,3.326574946,0.9047,4.933508723,4.35365226,0.880398373,0.500770966,1.209677419,1.11913939,0.455840592,1.162355466,0.493580337,30.56813564,53.84608157,15.54771803,0,-15.1697
1548500,546.71,39.14167,1557.05,3.153345654,2.271782218,0.720435521,0.179163893,0.20208863,18.1,1.120743034,221,3.177570093,0.9866,4.780098633,4.2352819,0.87675881,0.508506796,1.029566626,1.339110992,0.455161395,1.221725203,0.571262014,29.48293235,50.45132375,14.67219303,0,-14.8083
1549500,528.16,32.39343,97.49,3.332225873,2.293808241,0.688371175,0.14993272,0.186519053,19.05,1.205696203,234.5,3.518379595,0.9888,4.496868177,3.906737119,0.859754604,0.481439597,0.950920245,1.464194271,0.454524347,1.252028739,0.634780048,31.28929924,52.53684544,15.55964706,0,-15.0026
1550000,455.41,46.28526,452.68,3.369765914,2.292907214,0.680435162,0.15428042,0.179825513,17.8,1.206779661,230.85,3.474040632,0.988,4.836366028,4.258416191,0.881260618,0.502453434,1.172366621,1.294545644,0.45700722,1.19884973,0.542218006,27.68659,50.82056569,14.24547524,0,-14.3602
1552000,461.43,37.27533,1129.49,3.476997947,2.311664175,0.664844849,0.153983559,0.173059123,18.55,1.170347003,224.9,3.407575758,0.9911,4.969154779,4.376224239,0.885104673,0.48687381,3.89556429,1.454987015,0.451261463,1.332821341,0.628217325,33.44363478,50.04951843,15.41812417,0,-14.4365
1552500,535.24,46.46363,60.64,3.623085558,2.291999398,0.632609791,0.138786999,0.185169708,19.6,1.126436782,230.95,3.376461988,0.9956,5.110324774,4.518489392,0.897540984,0.493856182,1.663461538,1.500000015,0.451239662,1.337832805,0.653209126,33.79184094,50.72028339,15.6106045,0,-15.0374
1557500,389.99,38.17147,115.3,3.153099247,2.359596112,0.748341846,0.142811219,0.158671824,18.95,1.12462908,229.7,3.400444115,0.9012,4.952728385,4.369767194,0.882674354,0.495209332,1.115789474,1.166896876,0.447073834,1.364428033,0.503174677,36.55620691,47.19386205,16.26041119,0,-15.272
1567500,314.48,46.47316,38.77,3.212839151,2.433813703,0.757527404,0.112811392,0.126036066,21.3,1.213675214,253.1,4.221851543,0.7969,3.534509574,3.012205154,0.796606655,0.452560563,0.892307692,1.416348584,0.458927241,0.914900534,0.642425438,26.44161296,50.68463305,23.04234711,0,-14.897
1568000,265.52,34.52646,534.39,3.329701574,2.424954155,0.728279727,0.104799526,0.128510858,21.2,1.23255814,248.7,4.215254237,0.7062,4.366582475,3.833884135,0.842628992,0.487523051,1.029761905,1.360851902,0.444740844,1.291120109,0.592339233,37.51563587,43.69022765,18.88365774,0,-15.5296
1580000,174.3,12.44242,244.37,3.431727584,2.527252526,0.736437396,0.08463302,0.081688092,22,1.198910082,248.05,4.291522491,0.4241,2.511603683,2.146753948,0.752734193,0.456907121,1.046153846,1.500000015,0.456305792,1.106998626,0.671115021,29.4296279,51.87999987,18.65982721,0,-14.1
1583500,156.32,13.67585,155.85,3.262125941,2.552896482,0.782586733,0.084653817,0.08072865,22.4,1.220708447,248.8,4.252991453,0.5155,2.860624185,2.416905685,0.763722724,0.436134135,1.1,1.500000015,0.452261479,1.232334306,0.664578895,32.44555866,49.54170915,18.0157494,0,-13.7057
1586610,196.88,11.85286,72.7,3.304661191,2.544047967,0.769836246,0.080269251,0.088413479,22.4,1.201072386,249.1,4.294827586,0.3247,2.51629325,2.091591907,0.72684709,0.405830641,1.016806723,1.359702094,0.455757721,1.16555746,0.57639111,29.02656055,49.23108413,16.08803429,0,-14.039
1591400,149.21,7.79146,59.09,3.28500616,2.624023504,0.798788001,0.076206737,0.083876423,23.1,1.225464191,253.55,4.405734144,0.3311,2.260570469,1.803956084,0.71749357,0.380321039,1.031578947,1.500000015,0.460698153,0.998954629,0.680228982,26.13516527,54.42553417,19.43219537,0,-14.1
1594950,899.82,37.38218,6.12,3.921103354,2.453434305,0.625699984,0.067819561,0.189214297,15.25,1.101083032,194.25,2.841989759,0.9731,4.645882791,4.144298108,0.864965901,0.523308453,1,0.800000012,0.44446375,1.547841503,0.362000005,38.625,46.125,15.375,0,-16.2759
1596500,663.42,53.96684,124.65,3.314265572,2.436867447,0.735266198,0.101570565,0.188402158,19.15,1.091168091,223.15,3.255288111,0.8759,4.469827189,3.911409412,0.851818191,0.476878615,1,1.010107237,0.444503428,1.494552717,0.367686862,32.22422226,39.35727857,13.25394826,0,-15.2383
1605500,856.86,70.44106,463.85,3.209689254,2.516571869,0.784054676,0.098399794,0.137136101,19.15,1.243506494,232.35,3.824691358,0.9904,4.649156887,4.044636122,0.852298151,0.471469672,0.950413223,0.882129822,0.437575282,1.626467031,0.363314624,43.14885864,38.42399305,15.89296092,0,-13.8824
1606500,836.38,75.86214,1684.55,3.36347707,2.499055975,0.742997774,0.09955384,0.148750519,17,1.192982456,214.95,3.398418972,0.9336,4.778170216,4.198566914,0.868890746,0.489592693,0.950409996,0.94351507,0.445370004,1.361674588,0.388659077,36.48168771,42.44837078,16.68095777,0,-14.1648
1613050,261.6,35.54433,27.9,3.088505133,2.446746174,0.792210493,0.12290865,0.130491593,21,1.153846154,246.7,3.869803922,0.9354,4.187258127,3.666815216,0.83396503,0.471154404,0.931818182,1.273389143,0.432171149,1.974184883,0.496052236,43.75071579,34.53380958,14.27221643,0,-15.2693
1620500,786.35,74.979,44.74,3.398616016,2.527717823,0.743749165,0.175856537,0.123997408,22.25,1.275071633,252.15,4.486654804,0.9722,4.888811167,4.183343269,0.871762826,0.433896124,0.95,0.980107516,0.437617743,1.680787944,0.415023994,43.24541766,40.57751938,16.14530893,0,-15.9424
1632000,543.76,51.70815,543.36,2.931040383,2.549987953,0.869994139,0.219424492,0.11002487,20.55,1.223214286,247.75,4.293760832,0.708,4.936278611,4.279840821,0.882824187,0.469956504,1.092771084,0.841600538,0.443421976,1.488407594,0.361665749,39.07847384,44.40340266,16.45024511,0,-15.5394
1632900,417.29,48.62437,245.05,2.908112252,2.592829227,0.891584988,0.215115098,0.098076329,21.45,1.198324022,251.6,4.371850565,0.5837,3.551706593,2.918349727,0.783806448,0.395233815,1.059431525,1.070743027,0.449471372,0.731771063,0.485563887,29.70917648,34.11035139,36.05837118,0,-12.9503
1634500,344.44,47.4082,263.98,2.979180014,2.523664025,0.847100213,0.217653093,0.114828394,22,1.145833333,257.35,4.452422145,0.7781,4.94219719,4.34304389,0.88371617,0.492508283,0.901960784,0.843774247,0.442908685,1.390160125,0.361422926,39.03887329,43.02184028,17.98949993,0,-15.0288
1638480,155.98,16.88797,232,3.034422998,2.558117112,0.843032469,0.129989149,0.084558382,21.7,1.243553009,254,4.572457246,0.4659,3.013347769,2.540955762,0.756075214,0.421985168,1.033240997,1.424699972,0.438339207,1.352239522,0.625136509,40.76279329,35.61477726,23.72331516,0,-13.8061
1639500,198.1,11.61235,267.18,3.233238877,2.535294935,0.784134743,0.073174183,0.09612635,21.75,1.185286104,251.25,4.23693086,0.1173,2.017446724,1.617452233,0.69270973,0.379673787,1.061904762,1.09077827,0.462809234,1.043644163,0.444145177,23.20608819,51.85004428,13.96834223,0,-14.1274
1644000,187.25,23.95326,859.17,3.047648186,2.557561752,0.839191926,0.156688498,0.084351799,22.05,1.225,254.8,4.478031634,0.6186,3.367721207,2.866630624,0.781567282,0.43517083,1.073282443,1.343014943,0.444332963,1.172194788,0.593889683,36.50485047,39.73803149,23.86526975,0,-13.7579
1658500,97.44,6.88385,19.34,3.21813963,2.68545729,0.834475069,0.106219759,0.069357012,22.4,1.24099723,257,4.746075716,1,5.400619835,4.728876822,0.892101459,0.472730239,1,1.500000015,0.433807333,1.635729666,0.645000007,44.7333333,34.73333334,20.73333336,0,-13.4126
1664000,216.1,30.32647,1605.1,3.149028063,2.572003806,0.816761157,0.174188172,0.082796426,22.25,1.202702703,255.55,4.452090592,0.7519,4.438354026,3.838439697,0.854354476,0.473973206,1.049979347,1.304297778,0.44579841,1.20194558,0.572554863,36.1754662,42.73926435,21.16872343,0,-13.969
1666500,201.59,24.98287,463.15,3.200911704,2.658126461,0.830427924,0.184505366,0.082255398,22.4,1.201072386,256.75,4.457465278,0.8137,4.270827286,3.626818335,0.847894825,0.457157325,1.033755274,1.353688121,0.447628649,1.158353352,0.599832576,34.65348409,42.51575496,22.06325255,0,-14.2526
1667500,193.47,23.44026,1209.75,3.207982204,2.688156482,0.837958664,0.178906478,0.078811793,21.9,1.230337079,255.3,4.463286713,0.8033,4.112693994,3.466561583,0.832885554,0.443615627,1.067032967,1.300943566,0.45187562,1.039237257,0.563297927,30.77003651,44.54503793,21.80308014,0,-14.1348
1669000,42.94,4.09652,71.84,3.196973306,2.678053881,0.837684155,0.163706744,0.041205983,22,1.164021164,255,4.541406946,0.9098,4.586904115,3.395629538,0.834544322,0.316450929,35.59322034,1.500000015,0.405834,3.178491647,0.588000006,65.26666662,17.20000003,17.53333335,0,-13
1669520,25.42,4.97296,277.39,3.27315948,2.690151211,0.821882108,0.177758045,0.036819915,22.65,1.17357513,252.75,4.489342806,0.9295,5.241817303,3.632648259,0.858528515,0.262273161,38.21276596,1.500000015,0.411340157,2.322664652,0.598134607,60.94009071,19.81578089,19.25652547,0,-12.4147
2011400,783.86,73.92744,407.72,3.288565366,2.543049514,0.773300583,0.071666393,0.129154722,20.1,1.221884498,236.65,3.756349206,0.9953,4.855279186,4.249294427,0.873318576,0.485857472,0.941269841,0.946663426,0.435315218,1.548787937,0.406893714,44.10107284,37.0101042,18.60652645,0,-14.6756
